firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
name1006,lastname1006,March,23,1999,BS IT Entrepreneurship,+63 917 575 1571,Male,Globe
name1007,lastname1007,September,14,1997,BS Management,+63 918 673 9002,Male,Smart
name1008,lastname1008,May,13,1998,BS Communications Technology Management,+63 927 455 7889,Female,Globe
name1009,lastname1009,February,23,1998,BS Management,+63 918 790 1682,Female,Smart
name1010,lastname1010,May,25,1999,BS Management,+63 917 254 7870,Female,Globe
name1011,lastname1011,April,9,1999,BS Legal Management,+63 918 652 6097,Male,Smart
name1012,lastname1012,May,14,1997,BS Management,+63 917 120 1564,Female,Globe
name1013,lastname1013,September,8,1997,BS Management,+63 927 878 8766,Male,Globe
name1014,lastname1014,May,1,2001,BS Management Engineering,+63 918 524 3684,Female,Smart
name1015,lastname1015,March,10,1997,BS Legal Management,+63 917 209 4854,Female,Globe
name1016,lastname1016,April,16,1997,BS Communications Technology Management,+63 917 610 8591,Male,Globe
name1017,lastname1017,January,17,1998,BS Communications Technology Management,+63 918 198 8897,Female,Smart
name1018,lastname1018,February,21,1997,BS Management,+63 917 470 7921,Male,Globe
name1019,lastname1019,July,16,2001,BS Management,+63 917 415 3731,Male,Globe
name1020,lastname1020,March,13,1999,BS Management,+63 917 421 2734,Female,Globe
name1021,lastname1021,May,20,1998,BS IT Entrepreneurship,+63 917 286 5078,Male,Globe
name1022,lastname1022,December,4,1997,BS IT Entrepreneurship,+63 918 819 6422,Female,Smart
name1023,lastname1023,June,28,2000,BS Legal Management,+63 918 423 3021,Male,Smart
name1024,lastname1024,September,9,1998,BS Management Engineering,+63 917 720 3510,Male,Globe
name1025,lastname1025,March,8,1999,BS Communications Technology Management,+63 918 748 6951,Male,Smart
name1026,lastname1026,January,15,1998,BS Management,+63 927 426 7423,Female,Globe
name1027,lastname1027,January,14,1999,BS Management Engineering,+63 927 556 8003,Female,Globe
name1028,lastname1028,June,28,1999,BS Management,+63 927 571 1913,Female,Globe
name1029,lastname1029,September,11,1999,BS Communications Technology Management,+63 927 120 7807,Female,Globe
name1030,lastname1030,April,7,2001,BS Legal Management,+63 917 327 6289,Female,Globe
name1031,lastname1031,August,21,1999,BS IT Entrepreneurship,+63 918 446 4044,Female,Smart
name1032,lastname1032,December,26,1999,BS Communications Technology Management,+63 917 959 9685,Male,Globe
name1033,lastname1033,May,16,1998,BS Communications Technology Management,+63 918 371 7071,Female,Smart
name1034,lastname1034,December,15,2000,BS Management,+63 927 777 1235,Male,Globe
name1035,lastname1035,June,1,1999,BS Communications Technology Management,+63 918 657 6901,Female,Smart
name1036,lastname1036,June,3,2000,BS Management,+63 927 465 6997,Male,Globe
name1037,lastname1037,January,19,2001,BS IT Entrepreneurship,+63 918 777 8386,Female,Smart
name1038,lastname1038,January,22,1999,BS Management Engineering,+63 918 591 8053,Female,Smart
name1039,lastname1039,January,16,2000,BS Management Engineering,+63 917 604 5494,Male,Globe
name1040,lastname1040,December,6,1997,BS Management Engineering,+63 918 631 5507,Female,Smart
name1041,lastname1041,February,12,1998,BS Communications Technology Management,+63 917 803 3974,Female,Globe
name1042,lastname1042,December,24,1997,BS Legal Management,+63 918 821 6331,Male,Smart
name1043,lastname1043,March,13,1999,BS Communications Technology Management,+63 927 760 2707,Female,Globe
name1044,lastname1044,July,2,1997,BS IT Entrepreneurship,+63 918 349 9660,Male,Smart
name1045,lastname1045,May,21,1997,BS Communications Technology Management,+63 927 713 5773,Male,Globe
name1046,lastname1046,May,22,2001,BS Management,+63 917 214 4255,Female,Globe
name1047,lastname1047,May,25,1998,BS Legal Management,+63 918 340 3323,Male,Smart
name1048,lastname1048,March,25,1998,BS Management Engineering,+63 927 397 4986,Male,Globe
name1049,lastname1049,February,1,1997,BS Management Engineering,+63 917 668 9753,Female,Globe
name1050,lastname1050,July,28,1998,BS IT Entrepreneurship,+63 917 467 6080,Male,Globe
name1051,lastname1051,June,9,2001,BS Management Engineering,+63 927 371 2566,Female,Globe
name1052,lastname1052,April,6,1997,BS Legal Management,+63 917 227 5205,Female,Globe
name1053,lastname1053,April,9,2000,BS IT Entrepreneurship,+63 917 105 9613,Male,Globe
name1054,lastname1054,November,7,1998,BS Management Engineering,+63 918 339 7033,Male,Smart
name1055,lastname1055,August,23,1999,BS Communications Technology Management,+63 918 959 8550,Female,Smart
name1056,lastname1056,April,6,1999,BS IT Entrepreneurship,+63 918 354 7812,Female,Smart
name1057,lastname1057,February,28,2001,BS Management Engineering,+63 918 514 4755,Male,Smart
name1058,lastname1058,November,12,2001,BS Legal Management,+63 927 197 8951,Female,Globe
name1059,lastname1059,April,11,1998,BS IT Entrepreneurship,+63 918 680 4779,Male,Smart
name1060,lastname1060,July,1,2000,BS Communications Technology Management,+63 918 645 6025,Male,Smart
name1061,lastname1061,May,24,1997,BS Communications Technology Management,+63 917 371 3839,Female,Globe
name1062,lastname1062,July,19,1998,BS Management Engineering,+63 927 361 7293,Male,Globe
name1063,lastname1063,January,13,1997,BS IT Entrepreneurship,+63 918 182 1959,Female,Smart
name1064,lastname1064,March,7,2000,BS Communications Technology Management,+63 917 818 4976,Male,Globe
name1065,lastname1065,April,8,1999,BS Management,+63 918 247 3215,Male,Smart
name1066,lastname1066,January,28,1997,BS Management Engineering,+63 927 344 3571,Male,Globe
name1067,lastname1067,October,3,1999,BS Legal Management,+63 917 557 5859,Female,Globe
name1068,lastname1068,July,4,1997,BS Communications Technology Management,+63 918 705 3092,Female,Smart
name1069,lastname1069,May,23,1999,BS IT Entrepreneurship,+63 918 350 6711,Female,Smart
name1070,lastname1070,February,18,1999,BS IT Entrepreneurship,+63 918 569 7640,Female,Smart
name1071,lastname1071,January,14,1999,BS Communications Technology Management,+63 918 474 5680,Female,Smart
name1072,lastname1072,August,13,1999,BS Communications Technology Management,+63 918 441 2380,Female,Smart
name1073,lastname1073,October,1,1997,BS IT Entrepreneurship,+63 917 333 9074,Male,Globe
name1074,lastname1074,February,26,1998,BS Management,+63 927 231 5102,Male,Globe
name1075,lastname1075,August,22,2000,BS Communications Technology Management,+63 918 772 9445,Male,Smart
name1076,lastname1076,June,19,1998,BS IT Entrepreneurship,+63 927 767 7062,Female,Globe
name1077,lastname1077,August,1,1997,BS Communications Technology Management,+63 917 222 4027,Male,Globe
name1078,lastname1078,August,18,1998,BS Management,+63 917 372 6091,Male,Globe
name1079,lastname1079,October,7,1999,BS Management Engineering,+63 918 598 8688,Female,Smart
name1080,lastname1080,November,17,2000,BS Management Engineering,+63 927 500 8664,Male,Globe
name1081,lastname1081,December,5,1999,BS Management Engineering,+63 927 904 3251,Male,Globe
name1082,lastname1082,January,28,2000,BS Management Engineering,+63 918 853 8895,Female,Smart
name1083,lastname1083,December,15,1998,BS IT Entrepreneurship,+63 918 867 4047,Female,Smart
name1084,lastname1084,February,27,1999,BS Management,+63 927 780 5516,Female,Globe
name1085,lastname1085,June,28,2001,BS Communications Technology Management,+63 917 739 8316,Male,Globe
name1086,lastname1086,April,28,1997,BS Management,+63 917 257 8186,Male,Globe
name1087,lastname1087,March,28,1998,BS Management Engineering,+63 927 692 7290,Female,Globe
name1088,lastname1088,September,5,1999,BS IT Entrepreneurship,+63 927 304 1355,Female,Globe
name1089,lastname1089,April,25,1999,BS Communications Technology Management,+63 918 955 8221,Male,Smart
name1090,lastname1090,July,27,2000,BS Communications Technology Management,+63 918 613 2252,Female,Smart
name1091,lastname1091,February,24,1999,BS Management,+63 927 740 8593,Female,Globe
name1092,lastname1092,February,17,2000,BS Management Engineering,+63 927 658 1569,Male,Globe
name1093,lastname1093,May,23,1997,BS Management Engineering,+63 927 325 6671,Male,Globe
name1094,lastname1094,June,25,2000,BS Management Engineering,+63 917 857 8412,Male,Globe
name1095,lastname1095,January,26,1997,BS IT Entrepreneurship,+63 917 343 3386,Female,Globe
name1096,lastname1096,July,21,2001,BS IT Entrepreneurship,+63 927 862 4541,Male,Globe
name1097,lastname1097,July,2,2000,BS IT Entrepreneurship,+63 918 645 9539,Male,Smart
name1098,lastname1098,January,15,1999,BS Management Engineering,+63 927 381 8143,Female,Globe
name1099,lastname1099,March,22,2001,BS Management,+63 918 242 4918,Male,Smart
name1100,lastname1100,November,19,1997,BS Legal Management,+63 918 352 6064,Male,Smart
name1101,lastname1101,April,5,2000,BS IT Entrepreneurship,+63 917 225 6387,Male,Globe
name1102,lastname1102,May,14,1999,BS Legal Management,+63 927 357 9725,Male,Globe
name1103,lastname1103,June,4,2001,BS Management Engineering,+63 917 811 5416,Male,Globe
name1104,lastname1104,December,12,1999,BS Communications Technology Management,+63 927 155 2357,Male,Globe
name1105,lastname1105,March,23,1999,BS Management Engineering,+63 927 659 7601,Female,Globe
name1106,lastname1106,October,26,1998,BS Legal Management,+63 917 579 9310,Male,Globe
name1107,lastname1107,December,14,2000,BS Management,+63 918 899 5954,Male,Smart
name1108,lastname1108,April,21,1997,BS IT Entrepreneurship,+63 918 597 2109,Male,Smart
name1109,lastname1109,August,18,1997,BS Management,+63 927 331 2469,Female,Globe
name1110,lastname1110,November,23,1997,BS Communications Technology Management,+63 927 857 4325,Male,Globe
name1111,lastname1111,March,17,2001,BS Communications Technology Management,+63 917 745 6591,Male,Globe
name1112,lastname1112,February,25,1998,BS Legal Management,+63 927 820 4602,Female,Globe
name1113,lastname1113,June,8,1997,BS IT Entrepreneurship,+63 917 541 3617,Female,Globe
name1114,lastname1114,June,16,1998,BS IT Entrepreneurship,+63 917 561 4702,Male,Globe
name1115,lastname1115,February,25,1997,BS Management Engineering,+63 917 103 4403,Female,Globe
name1116,lastname1116,January,4,1999,BS Management,+63 917 472 8417,Male,Globe
name1117,lastname1117,April,25,2001,BS IT Entrepreneurship,+63 918 962 8354,Male,Smart
name1118,lastname1118,July,23,1998,BS Management,+63 927 780 4566,Male,Globe
name1119,lastname1119,July,17,2001,BS IT Entrepreneurship,+63 918 530 9778,Male,Smart
name1120,lastname1120,March,10,1999,BS Management,+63 918 501 4512,Male,Smart
name1121,lastname1121,December,17,1998,BS Legal Management,+63 918 439 4303,Male,Smart
name1122,lastname1122,January,3,1998,BS Legal Management,+63 917 310 8397,Male,Globe
name1123,lastname1123,September,2,2001,BS Legal Management,+63 917 686 3457,Male,Globe
name1124,lastname1124,January,1,1998,BS Management Engineering,+63 927 995 2764,Male,Globe
name1125,lastname1125,June,20,1999,BS IT Entrepreneurship,+63 927 325 1153,Female,Globe
name1126,lastname1126,May,2,1998,BS Management,+63 927 383 7195,Male,Globe
name1127,lastname1127,July,28,1999,BS IT Entrepreneurship,+63 917 859 6198,Male,Globe
name1128,lastname1128,February,16,2001,BS Communications Technology Management,+63 918 633 9731,Female,Smart
name1129,lastname1129,January,17,1998,BS IT Entrepreneurship,+63 917 588 9566,Female,Globe
name1130,lastname1130,November,14,1997,BS Legal Management,+63 927 777 3805,Male,Globe
name1131,lastname1131,December,6,1998,BS Legal Management,+63 918 822 3585,Male,Smart
name1132,lastname1132,June,12,1997,BS Legal Management,+63 918 260 7816,Male,Smart
name1133,lastname1133,May,26,1998,BS Communications Technology Management,+63 917 367 2891,Female,Globe
name1134,lastname1134,June,26,1998,BS Management,+63 927 393 9901,Female,Globe
name1135,lastname1135,October,23,2000,BS IT Entrepreneurship,+63 917 431 3651,Female,Globe
name1136,lastname1136,August,12,1998,BS IT Entrepreneurship,+63 927 404 6189,Male,Globe
name1137,lastname1137,March,2,2001,BS IT Entrepreneurship,+63 917 421 6329,Male,Globe
name1138,lastname1138,January,27,1998,BS Legal Management,+63 918 661 3666,Male,Smart
name1139,lastname1139,March,7,1999,BS IT Entrepreneurship,+63 917 268 1923,Male,Globe
name1140,lastname1140,July,10,1997,BS Communications Technology Management,+63 918 825 7903,Male,Smart
name1141,lastname1141,August,8,1997,BS Management Engineering,+63 927 925 8074,Male,Globe
name1142,lastname1142,January,13,1998,BS IT Entrepreneurship,+63 918 887 3826,Male,Smart
name1143,lastname1143,January,22,2001,BS Management,+63 917 198 1630,Male,Globe
name1144,lastname1144,March,5,1997,BS Communications Technology Management,+63 918 598 8378,Male,Smart
name1145,lastname1145,March,26,2001,BS Management Engineering,+63 918 531 4245,Female,Smart
name1146,lastname1146,January,3,1999,BS Management Engineering,+63 927 213 3415,Male,Globe
name1147,lastname1147,December,18,1998,BS Communications Technology Management,+63 927 304 9604,Male,Globe
name1148,lastname1148,May,23,1999,BS Management,+63 917 374 3789,Male,Globe
name1149,lastname1149,August,9,1997,BS Legal Management,+63 927 265 2172,Female,Globe
name1150,lastname1150,February,22,1998,BS Management,+63 918 116 3123,Male,Smart
name1151,lastname1151,May,13,1999,BS IT Entrepreneurship,+63 917 443 9793,Female,Globe
name1152,lastname1152,September,22,1998,BS Management Engineering,+63 927 263 7472,Male,Globe
name1153,lastname1153,May,2,1997,BS Management Engineering,+63 917 728 8061,Female,Globe
name1154,lastname1154,April,13,1999,BS Management,+63 918 731 7945,Female,Smart
name1155,lastname1155,September,10,1997,BS Communications Technology Management,+63 917 480 8509,Female,Globe
name1156,lastname1156,March,17,1998,BS IT Entrepreneurship,+63 917 616 9950,Female,Globe
name1157,lastname1157,April,12,2000,BS IT Entrepreneurship,+63 918 234 5209,Female,Smart
name1158,lastname1158,June,14,2001,BS IT Entrepreneurship,+63 918 389 5381,Male,Smart
name1159,lastname1159,December,13,1999,BS Legal Management,+63 917 711 1400,Male,Globe
name1160,lastname1160,March,6,1998,BS IT Entrepreneurship,+63 917 131 9290,Male,Globe
name1161,lastname1161,June,21,2001,BS Communications Technology Management,+63 927 843 1852,Female,Globe
name1162,lastname1162,July,25,1997,BS IT Entrepreneurship,+63 927 187 3418,Female,Globe
name1163,lastname1163,December,6,1999,BS Communications Technology Management,+63 917 922 3662,Female,Globe
name1164,lastname1164,February,23,1997,BS Communications Technology Management,+63 927 181 1014,Male,Globe
name1165,lastname1165,January,12,1998,BS Management,+63 918 306 6443,Female,Smart
name1166,lastname1166,November,16,2001,BS Management,+63 917 857 5459,Male,Globe
name1167,lastname1167,January,6,1999,BS Management Engineering,+63 917 480 9480,Male,Globe
name1168,lastname1168,August,10,1998,BS IT Entrepreneurship,+63 918 965 1161,Male,Smart
name1169,lastname1169,May,26,1998,BS Management Engineering,+63 927 371 1482,Female,Globe
name1170,lastname1170,August,22,1999,BS IT Entrepreneurship,+63 917 899 7261,Male,Globe
name1171,lastname1171,August,21,1999,BS Management Engineering,+63 917 880 9465,Male,Globe
